item	equate	label
grihsd205	COG32	(Hearing and Speech) Looks at pictures with interest
grihsd206		Uses 4 clear words
grihsd207	REC15	(Hearing and Speech) One object in box identified
grihsd208		Uses 5 clear words
grihsd209		Long babbled sentences - some words clear
grihsd210		Enjoys pictre book
grihsd211		Uses 6 or 7 clear words
grihsd212		Two objects in box identified
grihsd213	EXP23	9+  clear words
grihsd214	REC19	(Hearing and Speech)  Four objects in box identified
grihsd215	EXP22	(Hearing and Speech) Picture vocabulary (1)
grihsd216		Uses 12+ clear words
grihsd217	EXP26	Uses word combinations
grihsd218		Picture vocabulary (2)
grihsd219		Uses 20+ clear words
grihsd220		Eight objects in box identified
grihsd221		Listens to stories
grihsd222	EXP27	(Hearing and Speech) Names 4 objects in box
grihsd223	EXP28	(Hearing and Speech) Picture vocabulary (4)
grihsd224	EXP29	(Hearing and Speech) Uses sentences of 4+ syllables
grihsd301		Names 12 of 18 objects in box
grihsd302		Picture vocabulary (12)
grihsd303		Defines by use (2+) - cup, knife, chair, coat, car, house, pencil, watch, key
grihsd304		Repeats one six-syllable sentence
grihsd305		Uses 2 descriptive words
grihsd306		Talks well in sentences of 6+ syllables (record).
grihsd401		Names six or more objects in large picture
grihsd402		Names 17-18 objects in box
grihsd403		Uses 2+ personal pronouns
grihsd404	EXP42	(Hearing and Speech) Comprehension 2+ items
grihsd405		Picture vocabulary (18+)
grihsd406	EXP41	(Hearing and Speech) Knows 6+ colours
grihsd501	EXP43	(Hearing and Speech) Defines by use: 6+.
grihsd502		Opposites - 2
grihsd503		Materials (2+) "What is a table made of? .... a window? ..... a house? ......
grihsd504		Repeats sentences of 10+ syllables
grihsd505	EXP46	(Hearing and Speech)  Picture description: 1+ sentences. 
grihsd506		Names 12 objects in large picture
grihsd601		Talks in sentences of 10 + syllables (record)
grihsd602		Comprehension 4 +
grihsd603		Uses 6+ descriptive words
grihsd604		Knows 10+ capital letters (Test)
grihsd605		Uses 6 + personal pronouns
grihsd606		Knows 10 colours (Test)
grihsd701		Repeats sentence of 16 syllables
grihsd702		Picture Description - (3+), three sentences describing a picture
grihsd703		Knows 20 + capital letters (Test).
grihsd704		Similarities - one
grihsd705		Differences - two.
grihsd706		Capital letter - knows all 26
grihsd801		Picture description - (4+), four sentences describing picture
grihsd802		Similarities - two
grihsd803		Comprehension - six
grihsd804		Differences - three
grihsd805		Similarities - three
grihsd806		Opposites - three
grihsd807		Differences - four (credit as 2 items)
grihsd808		no test item
grired301		Repeats one digit - 8;2;7
grired302		Knows 'dollar' or money
grired303		Repeats two digits 16;53;94
grired304		Compares 2 insets for size "which one is bigger?"
grired305		Repeats 3 digits 982; 475; 136
grired306	COG73	practical reasoning (PR) knows big and little
grired401		Compares 2 towers: 'Which one is higher?' (5;3 bricks)
grired402		Compares 2 lines for length
grired403		Preliminary counting to 4+
grired404	COG79	PR counts 4 bricks correctly
grired405		Repeats 4 digits - 5816; 3729; 4952
grired406	COG74	PR compares 2 weights: which is heavier
grired501		Knows 2 coins (of 7 shown) N = .....
grired502		Can count 10 bricks
grired503		Knows morning and afternoon
grired504		Knows 3 coins (of 7 shown)
grired505		'Which goes faster?' 3+
grired506		Can count 15 bricks
grired601		Knows No. of fingers on each hand
grired602		Knows 4 coins
grired603		Knows 5 coins
grired604		Repeats 5 digits - 61384; 59271; 92786
grired605		Knows fingers on both hands (5+5=10)
grired606		Know 'high' and 'low'
grired701		Counts to 30
grired702		Knows 'right' and 'left' (8+) [1. right hand 2. left ear 3. right foot 4. right eye 5. left eye 6. right ear 7. left foot 8. left eye]
grired703		Can count backwards from 10
grired704		Can say the days of the week
grired705		Tells the time - hours only
grired706		Knows 'long' and 'short'
grired801		Days of the week: questions (2+) 'What day comes after Tues?' 'What day comes before Sat?'
grired802		Knows 6 coins
grired803		Says 3 digits backwards: 186; 725; 493
grired804		Knows 'heavy' and 'light'
grired805		Can count backwards from 20
grired806		Knows 7 coins
grired807		Tells the time - half hours (from clock face test)
grired808		Tells the time - quarter hours
hypgmd001		Pure noise item (simulated)
hypgmd002		Item with an asymptote (simulated)
hypgmd003		Wrongly coded item (simulated)
hypgmd004		Perfect (Guttman) item (simulated)
hypgmd005		Guttman with an asymptote (simulated)
iyolgc001		Does your child turn his/her head towards your voice or some noise?
iyolgc002		When you TALK to your child, does he/she smile, make noises, or move arms, legs or trunk in response?
iyolgc003		Does your child make sounds when LOOKING at toys or people (not crying)?
iyolgc004		Does your child make single sounds like "buh" or "duh" or "muh"?
iyolgc005		Does your child make noise or gesture TO GET YOUR ATTENTION?
iyolgc006		Does your child make two similar sounds TOGETHER like baba, mumu, pepe, di (single consonant vowel combinations)?
iyolgc007		Does your child point, shake head, or otherwise gesture to let you know WHAT THEY WANT?
iyolgc008		Can your child say at least one word?
iyolgc009		Does your child try to SHOW you something by reaching at you, pulling on your hand or clothes, using gestures, making noises (not words)?
iyolgc010		Does your child put together noises that sound sentence-like even if they are not words?
iyolgc011		If you or someone else invites your child to play a familiar game (peekaboo, wave bye-bye, etc.) does your child know what to do without you showing them? Does he or she understand, even if you don't show him or her what to do? Does he or she try to participate, even if it's not exactly correct? Does he or she attempt the movement, activity, or response?
iyolgc012		Can your child identify at least one object? For example, when you ask "where is the ball/spoon/cup/cloth/door/plate/bucket etc." does your child look at it or point to (or even name) the object?
iyolgc013		Without you making a gesture, does your child follow a simple spoken command or direction? Does your child understand when you ask something? Will they do at least one thing you ask the child to do? Can your child do it without you using a gesture?
iyolgc014		Does your child ask for something (e.g. food, water) by name when he/she wants it?
iyolgc015		Does your child usually understand what you say to him/her when you say it only once? For example, do you have to repeat what you said to be understood?
iyolgc016		Can your child identify at least one body part? For example, if you ask "where are your eyes?" can he or she point to his or her eyes?
iyolgc017		Does your child follow directions with more than one step? For example, "Go to the kitchen and bring me a spoon"?
iyolgc018		Does your child use two WORDS together in a meaningful phrase/speak in short two word sentences? For example, "mama go", "give mama", "daddy gone".
iyolgc019		Can your child say at least six words?
iyolgc020		Does your child understand the words over, on top of, above, next to, under and in front of? If you ask the child to put something under the table or on top of the chair, does your child understand?
iyolgc021		When looking at pictures, if you say to your child "what is this?", can they SAY the name of the object that you point to?
iyolgc022		Can your child identify at least seven objects? For example, when you ask "where is the ball/spoon/cup/cloth/door/plate/bucket etc." does your child look at or point to (or even name) the objects?
iyolgc023		Does your child usually communicate with words what he/she wants in a way that is understandable to others?
iyolgc024		Does your child ask questions using the words what, which, where, why, or who?
iyolgc025		Can your child speak in sentences that are 3  4 words long?
iyolgc026		Does your child know the difference between the words "big" and "small"? For example, if you ask, "Give me the big spoon" can your child understand which one to give if there are two different sizes?
iyolgc027		Does your child talk about or explain things that have happened in the past using the past tense? For example, "I went to the market yesterday" NOT "I go to the market yesterday"? Can your child tell you about something that happened on a last special event? Can they talk about anything that happened in the past?
iyolgc028		Does your child count up to 5?
iyolgc029		Does your child understand the term "longest"? For example, if you ask them to choose "which is the longest of 3 objects?" e.g. 3 spoons or sticks  would he/she be able to choose the longest?
iyolgc030		Does your child tell a story?
iyomoc001		Does your child try to move his/her head (or eyes) to follow an object or person?
iyomoc002		While your child is on his/her back, does he/she bring his/her hands together?
iyomoc003		Does your child put objects or hands to his/her mouth?
iyomoc004		Does your child hold his/her head steady for at least a few seconds, without it flopping to the side?
iyomoc005		When he/she is on his/her tummy, does your child hold his/her head straight up, looking around for more than a few seconds? He/she can rest on his/her arms while doing this.
iyomoc006		Does your child try to reach for objects that are in front of him/her by extending one or both arms?
iyomoc007		Does your child reach for AND HOLD an object, at least for a few seconds?
iyomoc008		Does your child sit WITH support, either leaning against something (furniture or person), or by leaning forward on his or her hands?
iyomoc009		If an object falls to the ground, does your child look for it?
iyomoc010		Does your child drink from an OPEN cup while you hold it?
iyomoc011		Does your child bang objects together, or bang an object on the table or on the ground?
iyomoc012		Does your child pass an object from one hand to the other?
iyomoc013		Does your child sit upright, with fairly straight back and neck control, without holding on to you, an object, or resting hands on the floor?
iyomoc014		Does your child pick up small items, like pieces of food USING THUMB AND FINGER TIPS? 
iyomoc015		Does your child intentionally SQUEEZE or PAT/HIT an object that makes a noise in order to hear it? For example, squeezing or hitting an empty plastic bottle, or other object, to make noise? Not shaking or banging, but deliberately patting or squeezing it? 
iyomoc016		Does your child pull themselves up from the floor while holding onto something? For example, can they pull themselves up using a chair, a person, or some other object?
iyomoc017		Does your child pick up small items, like pieces of food using thumb and JUST ONE FINGER TIP?
iyomoc018		When someone holds one or both hands (just to balance), or when your child is holding furniture or other object WITH JUST ONE HAND, does he/she make a few steps forward, without tripping?
iyomoc019		Can your child push a toy car intentionally, all four wheels on the ground?
iyomoc020		Does your child stand up WITHOUT holding onto anything, even if just for a few seconds?
iyomoc021		Does your child make any light marks on paper or in dirt with a crayon or a stick?
iyomoc022		Does your child climb onto an object (rock, porch, step, chair, bed, low table, etc.)?
iyomoc023		Does your child bend down or squat to pick up an object from the floor and then stand up again, without help from a person or object?
iyomoc024		Does your child take several steps (3-5) forward without holding onto any person or object, even if they fall down immediately? 
iyomoc025		Does your child make a scribble on paper, or in dirt, in a BACK AND FORTH manner? For example, can he or she move the pen or pencil or stick back and forth? 
iyomoc026		Does your child drink WITHOUT HELP from an OPEN cup?
iyomoc027		Does your child walk well, with coordination, without falling down often? With one foot in front of the other (rather than shifting weight side to side, stiff- legged)?
iyomoc028		While standing, does your child purposefully THROW the ball and not just drop it?
iyomoc029		Is your child able to unscrew a lid, at least turning the lid one rotation?
iyomoc030		Can your child stack at least two objects on top of each other, such as bottle tops, blocks, stones, etc.?
iyomoc031		While standing, does your child kick a ball by swinging his/her leg forward?
iyomoc032		Does your child run well, without falling or bumping into objects?
iyomoc033		Does your child stand on one foot WITH SUPPORT by holding onto something or somebody?
iyomoc034		Does your child walk sideways, two or more steps WITHOUT any support?
iyomoc035		Does your child run and kick a ball, and do so successfully?
iyomoc036		Does your child jump WITH BOTH FEET LEAVING THE GROUND AT ABOUT THE SAME TIME? 
iyomoc037		If you draw a straight line does your child do it, just as you did?
iyomoc038		If you draw a circle does your child do it, just as you did?
iyomoc039		Does your child stand on one foot WITHOUT any support for at least a few seconds?
iyomoc040		Does your child dress him/herself completely (except for shoelaces, buttons and zippers)?
iyosec001		Does your child stop crying or calm down when you come to the room after being out of sight, or when you pick him or her up?
iyosec002		When you are about to pick up your child, does he/she act happy or excited?
iyosec003		If you play a game with your child, does he/she respond with interest? For example, if you play peek-a-boo, pat-a-cake, wave bye-bye, etc. does your child smile, widen their eyes, kick or move arms or vocalize?
iyosec004		Does your child smile when you smile or talk with him/her?
iyosec005		Does your child smile, move excitedly, kick legs, move arms or trunk, or make coo noises when a known person enters the room or speaks to them?
iyosec006		Is your child interested when he/she sees other children playing? Does she or he watch, smile, or look excited?
iyosec007		Is your child very interested to play with a new toy?
iyosec008		Does your child usually get along with other children he/she plays with such as siblings or other family members? Can your child make friends easily? When your child spends time with other children, do they mostly agree on things and not quarrel?
